date,open,high,low,close,volume,Name
2017-09-13,983.97,1000.0,979.42,999.6,3374650,AMZN
2017-12-04,1012.66,1016.1,995.57,998.68,1906439,GOOG
2017-07-24,994.1,1006.19,990.2728,998.31,3984532,GOOGL
2013-10-08,1041.425,1043.565,989.3399999999999,998.19,2823375,PCLN
